date,number,remaining,brewer,name,colour,brewer_location,alcohol_by_volume,ibu,specific_style,specific_style_colour,general_style,general_style_colour,description,price,is_currently_available,date
2025-04-23T03:05:56.448915-07:00,22,0,Parallel 49 Brewing Company,Old Boy Classic Ale,#301800,"East Vancouver, British Columbia",5.0,40,Brown Ale,#A84800,"Brown, Amber and Cream Ales",#A84800,"Rich malt flavours of caramel, toffee and light chocolate. This ale is an ode to the pub beers of England. Well balanced flavours of malts and hops make this beer a classic.",8.25,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,46,0,Parallel 49 Brewing Company,Pink Power Sour,#fd6d4d,"East Vancouver, British Columbia",5.1,5,Sour Ale,#903018,Lambics and Sours,#FF0000,"Vibrant and empowering Tropical Hibiscus POG(passionfruit, orange, guava).",8.75,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,24,22,Parallel 49 Brewing Company,Space Kitty,#F09000,"East Vancouver, British Columbia",5.0,40,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"Hoppy, sessionable juicy IPA. Hop aroma of pineappple, mango, peach, pear, and lime from Mosaic, Amarillo and Citra Cryo dryhop. Light crisp grainy malt flavour. Light ceamy mouthfeel from oats and wheat. Quite hazy but not too thick. Great combination of juicy, hoppy, and sessionable.
",8.25,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,9,45,Parallel 49 Brewing Company,The Red Light Sting,#cf4a1f,"East Vancouver, British Columbia",6.0,40,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"A dry, easy-drinking red IPA. Hop characters of lime, pine, kiwi, gooseberry, and spice. Kight grainy malt with a hint of bread, raisin, and roast complexity. Moderate bitterness with dry finish with evergreen aftertaste.
P49 Root Beer Soda - 50 L Keg	20	A non-alcoholic root ",8.25,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,25,24,Parallel 49 Brewing Company,Trash Panda Northeast Hazy IPA,#F09000,"East Vancouver, British Columbia",5.5,37,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"Trash Panda uses huge amounts of dry hopping, giving this beer complex notes of melon, tropical fruit and pear. Its hop and malt varieties leave a visible haziness and smooth, juicy mouth feel. ",8.25,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,30,52,Parallel 49 Brewing Company,Tricycle Grapefruit Radler,#F79400,"East Vancouver, British Columbia",3.5,11,Seasonal,#F06000,Seasonal Taps,#F06000,A classic German summer thirst-quenching mix of Bavarian lager and fresh grapefruit juice.,8.25,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,55,56,Parallel 49 Brewing Company,What's the Craic?,#893906,"East Vancouver, British Columbia",5.6,40,Red Ale,#A84800,"Brown, Amber and Cream Ales",#A84800,"An easy-drinking Irish Red Ale with a nuanced malt profile. A delightful grainy sweetness, toasted bread, and delicate toffee notes from the malts. A touch of roasted barley contributes a dry finish, while subtle fruit esters enhance its complexity. Medium bitterness provides a satisfying balance.",8.75,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,12,92,Rewind Beer Co.,Rainbow Road,#F09000,"Port Moody, British Columbia",5.0,10,Sour Ale,#903018,Lambics and Sours,#FF0000,"A light fruited ale bursting with the epic combo of passionfruit, guava and pomegranate.",8.75,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,35,0,Rewind Beer Co.,The Dark Crystal Dark Ale,#000000,"Port Moody, British Columbia",5.0,10,Brown Ale,#A84800,"Brown, Amber and Cream Ales",#A84800,"A dark fantasy.. A cult following.. A intersection of toasted oats, melted caramel and chocolate wrath.. A dazzling achievement in the dark arts of malt-forawrd beer. ",8.75,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,50,13,Slackwater Brewing,Party Wave Hazy,#cc731a,"Penticton , British Columbia",4.5,25,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"Hazy, pillowy soft body of Pilsner malt, wheat and oats, wrapped in heavy late and dry-hop additions of Mosaic & Amarillo",8.75,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,52,89,St. Augustine's,House Hazy IPA,#B5A502,"Vancouver, British Columbia",5.0,15,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,St Augustines Hazy IPA,8.25,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,48,66,St. Augustine's,House Lager,#F0D830,"Vancouver, British Columbia",5.0,18,Lager,#F1D744,Lagers and Pilsners,#F1D744,Bavarian-style craft lager by Parallel 49.,8.25,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,45,36,Steamworks,Flagship IPA,#F79400,"Vancouver, British Columbia",6.7,60,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"Intense fruit aroma, finishing with a balanced bitterness. ",8.25,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,7,13,Steamworks,Heroica Red Ale,#781800,"Vancouver, British Columbia",5.6,40,Red Ale,#A84800,"Brown, Amber and Cream Ales",#A84800,"This robust red ale has beautiful citrus and pine notes that come from generous additions of Centennial, Citra & Simcoe hops. It is smooth & velvety in the mouth with toasted malts providing a medium body with hints of roasted hazelnut, toffee & caramel malt flavours.",8.75,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,11,94,Steamworks,Nitro Stout,#000000,"Vancouver, British Columbia",4.5,30,Stout,#001818,Stouts and Porters,#001818,This beer pours a cascading jet black with a signature tan  head. Aromas of coffee and dark chocolate give way to a  perfectly smooth and creamy mouthfeel ,8.75,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,40,30,Steamworks,Raspberry Tangerine Gummy Sour,#AE0322,"Vancouver, British Columbia",4.5,0,Sour Ale,#903018,Lambics and Sours,#FF0000,"Inspired by trips to the 5 cent candy aisle, Gummy Sour is an explosion of flavour. Perfectly sweet with a pleasant acidity, these fruit sours are designed to satisfy our candy cravings.",8.75,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,44,30,Superflux Beer Co.,Colour & Shape,#F79400,"Vancouver, British Columbia",6.8,40,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"This is the kind of IPA we dream about. Unfiltered so nothing of the greatness gets lost. It is soft, with lots of tropical fruit notes and a touch of herbal quality. Incredibly drinkable and super delicious.",8.75,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,6,42,The Parkside Brewery,Dawn Pilsner,#F5DF86,"Port Moody, British Columbia",4.9,40,Pilsner,#FAC937,Lagers and Pilsners,#F1D744,Paying homage to traditional German pilsners with their sublime balance between hop and malt. Old and new hop varieties make this appealing to both traditionalists and more adventurous pilsner lovers. ,8.75,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,29,9,Tipsy Twig,Tipsy Twig Dry Cider,#f9e97a,"Vanvouver, BC",5.4,0,Cider,#F0F0C0,Ciders And Gluten Free,#F0F0C0,Tipsy Twig in house-fermented dry cider. Clean fresh apple aroma and flavour. Hint of honey & cinnamon. Dry and refreshing.,9.75,True,2025-04-23T03:05:56.448915-07:00
2025-04-23T03:05:56.448915-07:00,10,59,Truck 59 Ciderhouse,Five Alive Apple Cider,#F5DF86,"Kelowna, British Columbia",5.5,3,Cider,#F0F0C0,Ciders And Gluten Free,#F0F0C0,"5 FRUITS!!
WE CO-FERMENTED APPLES AND PEARS, THEN ADDED PEACH, MANGO AND PASSION FRUIT. BEAUTIFUL PEAR ON THE NOSE AND JUICE PEACH MANGO ON THE PALLET. ",10.25,True,2025-04-23T03:05:56.448915-07:00
2025-04-22T03:05:36.735637-07:00,56,0,Brew Hall Beer Co.,Kol Story Bro Kolsch,#E8C252,"Vancouver, British Columbia",5.0,24,Kolsch,#F1D744,Lagers and Pilsners,#F1D744,This ale is cool fermented to create a smooth and refreshing beer with a crisp body and clean finish.,8.75,False,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,28,71,Parallel 49 Brewing Company,Bohemian Rhapsody,#b45c05,"East Vancouver, British Columbia",4.8,22,Lager,#F1D744,Lagers and Pilsners,#F1D744,"An authentic, refreshing, easy-drinking Czech amber lager. Light spicy and herbal Czech Saaz hop notes is upfront. Rich toasty, bready malt from Czech floor-malted pilsner malt with a slight hint of caramelized sugar. Firm bitterness leads to clean crisp refreshing finish.",8.75,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,14,21,Parallel 49 Brewing Company,Cannonball,#f99836,"East Vancouver, British Columbia",4.6,10,Wheat Ale,#F0D830,Wheat Beers,#F0D830,A vibrant and refreshing wheat ale with tropical fruits character. Flavour of tangerine and mango balanced by grainy wheat. Light-bodied. Light haze. Easy drinking.,8.75,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,17,76,Parallel 49 Brewing Company,Cloud Nine,#a76f06,"East Vancouver, British Columbia",6.9,10,India Pale Lager,#F1D744,Lagers and Pilsners,#F1D744,A strong pale lager that balances between rich flavour and lager drinkability. Robust grainy pilsner malt flavour with light doughy notes. Herbal hop aroma with light citrus and white grape.,8.25,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,19,0,Parallel 49 Brewing Company,Craft Lager,#F09000,"East Vancouver, British Columbia",5.0,5,Lager,#F1D744,Lagers and Pilsners,#F1D744,"A light, clean lager with a hint of malt and subtle hop flavour. An iconic East Van beer. Clean, crisp and refreshing. A pale lager brewed with all malted barley and local Sterling hops grown at Sartori Cedar Ranch in Chilliwack, BC. Fermented cool using a traditional German lager yeast.",8.25,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,21,13,Parallel 49 Brewing Company,Craft Lager Lite,#F09000,"East Vancouver, British Columbia",4.0,0,Lager,#F1D744,Lagers and Pilsners,#F1D744,"A “light” version of P49’s Craft Lager…Clean, light-bodied, very refreshing and thirst-quenching pale lager. Low on both malt and hop flavour but not as flavourless as the ""light"" beers from macro breweries",8.25,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,20,78,Parallel 49 Brewing Company,Craft Pilsner,#FAC937,"East Vancouver, British Columbia",5.0,33,Pilsner,#FAC937,Lagers and Pilsners,#F1D744,"Inspired by the traditional Czech Pilsner style,this beer is crisp and refreshing with a rich and complex bready maltiness complimented by the slightly spicy and floral hop character.",8.25,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,47,31,Parallel 49 Brewing Company,Decibel Tripel,#a16007,"East Vancouver, British Columbia",10.2,0,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"A double-dryhopped hazy triple IPA with Citra, Nelson Sauvin, Amarillo, Centennial, and Incognito Citra. Huge hop character of kiwi, lychee, white grape, cream, passionfruit, and tangerine.(10oz,High ABV) ",8.75,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,23,83,Parallel 49 Brewing Company,Filthy Dirty West Coast IPA,#F0A830,"East Vancouver, British Columbia",7.2,66,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00," A west coast IPA with a ton of hop flavour and aroma.
 Subtle sweet malt flavour backs up the huge amount of orange,
 grapefruit, pine and floral aromas this beer expels.",8.25,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,18,79,Parallel 49 Brewing Company,Golden Faucet,#a76f06,"East Vancouver, British Columbia",4.2,30,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"A best bitter (English pale ale) brewed to showcase our favorite English malt, Golden Promise from Thomas Fawcett & Sons. Crackery and grainy, light yet rich flavourful malt from the Golden Promise. Delicate candy-like mouthfeel from invert sugar from UK. Floral, minty, spicy, and hint of orange marmalade characters from Styrian Celeia, East Kent Goldings, and Fuggles hops. Firm bitterness. A hint of apricot and dark dried fruits from an ale yeast strain from West Yorkshire.",8.25,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,49,70,Parallel 49 Brewing Company,Limitless GF Lager,#ecaa3c,"East Vancouver, British Columbia",5.0,18,Cider,#F0F0C0,Ciders And Gluten Free,#F0F0C0,A gluten-free lager brewed without using gluten-containing ingredients. Delicate herbal and spicy German Perle hop character.,8.75,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,22,9,Parallel 49 Brewing Company,Old Boy Classic Ale,#301800,"East Vancouver, British Columbia",5.0,40,Brown Ale,#A84800,"Brown, Amber and Cream Ales",#A84800,"Rich malt flavours of caramel, toffee and light chocolate. This ale is an ode to the pub beers of England. Well balanced flavours of malts and hops make this beer a classic.",8.25,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,46,13,Parallel 49 Brewing Company,Pink Power Sour,#fd6d4d,"East Vancouver, British Columbia",5.1,5,Sour Ale,#903018,Lambics and Sours,#FF0000,"Vibrant and empowering Tropical Hibiscus POG(passionfruit, orange, guava).",8.75,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,24,31,Parallel 49 Brewing Company,Space Kitty,#F09000,"East Vancouver, British Columbia",5.0,40,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"Hoppy, sessionable juicy IPA. Hop aroma of pineappple, mango, peach, pear, and lime from Mosaic, Amarillo and Citra Cryo dryhop. Light crisp grainy malt flavour. Light ceamy mouthfeel from oats and wheat. Quite hazy but not too thick. Great combination of juicy, hoppy, and sessionable.
",8.25,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,9,60,Parallel 49 Brewing Company,The Red Light Sting,#cf4a1f,"East Vancouver, British Columbia",6.0,40,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"A dry, easy-drinking red IPA. Hop characters of lime, pine, kiwi, gooseberry, and spice. Kight grainy malt with a hint of bread, raisin, and roast complexity. Moderate bitterness with dry finish with evergreen aftertaste.
P49 Root Beer Soda - 50 L Keg	20	A non-alcoholic root ",8.25,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,25,32,Parallel 49 Brewing Company,Trash Panda Northeast Hazy IPA,#F09000,"East Vancouver, British Columbia",5.5,37,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"Trash Panda uses huge amounts of dry hopping, giving this beer complex notes of melon, tropical fruit and pear. Its hop and malt varieties leave a visible haziness and smooth, juicy mouth feel. ",8.25,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,30,55,Parallel 49 Brewing Company,Tricycle Grapefruit Radler,#F79400,"East Vancouver, British Columbia",3.5,11,Seasonal,#F06000,Seasonal Taps,#F06000,A classic German summer thirst-quenching mix of Bavarian lager and fresh grapefruit juice.,8.25,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,55,60,Parallel 49 Brewing Company,What's the Craic?,#893906,"East Vancouver, British Columbia",5.6,40,Red Ale,#A84800,"Brown, Amber and Cream Ales",#A84800,"An easy-drinking Irish Red Ale with a nuanced malt profile. A delightful grainy sweetness, toasted bread, and delicate toffee notes from the malts. A touch of roasted barley contributes a dry finish, while subtle fruit esters enhance its complexity. Medium bitterness provides a satisfying balance.",8.75,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,35,3,Rewind Beer Co.,The Dark Crystal Dark Ale,#000000,"Port Moody, British Columbia",5.0,10,Brown Ale,#A84800,"Brown, Amber and Cream Ales",#A84800,"A dark fantasy.. A cult following.. A intersection of toasted oats, melted caramel and chocolate wrath.. A dazzling achievement in the dark arts of malt-forawrd beer. ",8.75,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,50,22,Slackwater Brewing,Party Wave Hazy,#cc731a,"Penticton , British Columbia",4.5,25,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"Hazy, pillowy soft body of Pilsner malt, wheat and oats, wrapped in heavy late and dry-hop additions of Mosaic & Amarillo",8.75,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,52,0,St. Augustine's,House Hazy IPA,#B5A502,"Vancouver, British Columbia",5.0,15,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,St Augustines Hazy IPA,8.25,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,48,48,St. Augustine's,House Lager,#F0D830,"Vancouver, British Columbia",5.0,18,Lager,#F1D744,Lagers and Pilsners,#F1D744,Bavarian-style craft lager by Parallel 49.,8.25,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,53,0,St. Augustine's,House Pale Ale,#F0C030,"Vancouver, British Columbia",5.0,40,Pale Ale,#CC8F00,Pale Ales and IPAs,#CC8F00,"A true balance of malt and hops that showcase the bready,caramel flavours of malted barley and the citrus, stone-fruit aromas of hops grown in the Pacific Northwest. Refreshingly drinkable and full of flavour.",8.25,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,45,38,Steamworks,Flagship IPA,#F79400,"Vancouver, British Columbia",6.7,60,India Pale Ale,#F09000,Pale Ales and IPAs,#CC8F00,"Intense fruit aroma, finishing with a balanced bitterness. ",8.25,True,2025-04-22T03:05:36.735637-07:00
2025-04-22T03:05:36.735637-07:00,7,15,Steamworks,Heroica Red Ale,#781800,"Vancouver, British Columbia",5.6,40,Red Ale,#A84800,"Brown, Amber and Cream Ales",#A84800,"This robust red ale has beautiful citrus and pine notes that come from generous additions of Centennial, Citra & Simcoe hops. It is smooth & velvety in the mouth with toasted malts providing a medium body with hints of roasted hazelnut, toffee & caramel malt flavours.",8.75,True,2025-04-22T03:05:36.735637-07:00
